83	13	182	76	2	1914	264	2428	1948	134	86	22	72	3	0	0	17282	606	44705	28891	19338	9374	3151	1046	108	23639	9991	22892	5676	786	900	1050	2359	1815	626	411	127	0	0	48	34	1	0	1478	867	217	1157	266	113	0	24	18	0	0	44	1	550	30	329	46	32	0	0	21	0	9	2	0	0	0	0	0	0	0
141	7	122	18	3	1394	22	1531	530	86	150	11	21	5	2	0	11711	13	32006	17548	5315	853	2003	2037	15	15157	2978	5876	3491	1574	511	764	726	528	61	230	240	62	6	20	3	3	0	848	1542	87	283	185	110	75	15	9	0	0	107	0	99	86	86	26	36	6	1	2	4	2	0	0	0	1	0	0	0	0
145	6	97	15	0	911	20	1305	457	52	0	0	14	0	0	0	6325	15	21294	15470	4071	858	922	0	0	14452	2963	5477	2299	0	0	611	462	322	56	90	0	0	0	11	0	0	0	886	0	0	206	127	0	0	0	1	0	0	0	0	178	0	48	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
180	6	129	13	2	1988	13	1519	470	123	127	6	16	8	1	0	22660	6	40596	16884	6523	619	3753	2223	6	14186	2839	4794	4647	1706	366	951	649	442	38	421	493	38	3	13	2	13	0	788	1040	45	359	216	148	45	22	30	0	0	87	0	128	85	94	15	61	6	0	4	0	2	3	0	0	1	0	0	0	0
193	6	73	15	0	505	20	1071	347	36	0	0	9	0	0	0	2457	15	12868	12724	2286	658	428	0	0	12594	1688	4654	1451	0	0	414	237	212	36	40	0	0	0	1	0	0	0	824	0	0	157	86	0	0	0	4	0	0	0	0	128	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
197	8	165	24	4	3067	36	1765	817	159	258	16	21	19	4	0	44419	29	58002	15878	13885	1606	6634	5189	25	15996	3775	7951	5081	3582	965	1247	940	449	77	577	1295	165	13	24	2	56	1	731	2130	100	658	207	296	179	70	44	0	0	231	0	122	166	84	19	124	33	2	2	11	5	6	0	0	3	0	0	0	0
285	7	100	20	1	1245	30	1146	530	78	54	5	8	0	0	0	13036	25	27847	11781	6162	1116	2415	962	10	11495	2717	5727	3074	388	264	684	338	125	34	252	0	0	0	4	0	0	0	587	599	40	368	154	0	0	0	15	0	0	64	0	115	17	36	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	6	38	14	1	211	16	481	184	17	2	4	2	0	0	0	903	9	5349	6847	1030	322	173	1	6	5741	448	2385	820	0	7	156	24	5	7	21	0	0	0	0	0	0	0	429	8	35	85	62	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1013	3	25	3	0	166	1	360	48	11	0	0	1	0	0	0	816	0	4365	6247	329	23	140	0	0	3724	118	717	515	0	0	124	3	1	1	14	0	0	0	0	0	0	0	349	0	0	21	36	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1241	4	24	5	1	165	2	307	67	10	3	2	1	0	0	0	816	0	4239	4088	489	43	139	3	1	3469	96	896	514	0	5	124	3	0	1	14	0	0	0	0	0	0	0	230	23	20	30	36	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	47	578	1016	65	5968	13555	4787	22810	236	2516	2409	515	116	237	14	57566	126102	89997	31587	214223	421531	6740	35180	41946	36578	109301	178287	5661	19997	86350	1529	17803	6088	17811	410	6098	6374	7786	378	404	234	334	1161	17845	21317	8063	162	1285	6989	3705	16	994	427	1263	958	3337	628	1042	3403	352	980	636	41	223	234	27	158	147	58	10	9	17	2
6	39	571	668	73	7000	6825	4366	17127	202	3281	1962	481	164	317	35	69983	47285	98085	22395	189293	235215	5665	48108	24412	29582	89573	123274	3741	31995	80307	1283	18252	5102	12165	213	8869	9347	7214	402	366	337	522	623	21288	17777	5247	53	1456	10634	3679	3	2578	721	1271	813	2705	858	775	3488	329	1598	786	18	448	258	9	312	393	82	36	19	65	4
8	44	532	873	73	5493	10549	4528	18906	210	2826	2351	444	128	317	27	50324	88026	84625	30942	176561	312234	5565	37896	35517	34771	85105	150720	5200	22882	83452	1387	14717	5681	13701	332	6043	8629	8729	293	319	198	642	927	20463	19185	6373	143	1526	8855	3497	12	1784	681	1348	1001	3141	792	901	3224	340	1287	766	21	303	198	13	221	320	67	21	13	43	5
10	44	552	891	55	6022	11172	5154	20343	304	2309	1845	435	107	216	11	58437	98170	102341	39900	203968	353254	8489	33838	29288	39786	100540	181879	9218	18502	71704	1877	14717	5935	13950	766	5425	6568	6425	285	321	214	371	1396	16867	16190	10252	332	1276	6101	3042	44	812	290	1340	562	2931	615	997	2716	365	1013	485	28	224	182	31	118	131	53	14	11	15	0
15	38	444	665	38	4347	7161	4406	14361	221	1281	1182	341	52	93	0	39117	53449	77546	36435	130317	215966	5716	16245	17078	39460	65658	133699	7322	9257	37081	1524	11258	4830	9686	567	2435	2159	2593	211	234	81	90	1608	11145	10626	6197	300	718	2647	1402	36	0	0	790	414	2617	386	851	1582	225	326	186	41	81	102	16	0	0	21	5	0	0	0
18	33	393	508	20	3752	4877	4396	11023	214	827	538	319	44	41	0	32230	32919	72129	42485	96270	145986	4950	11637	6782	39497	50508	113223	7712	6088	20855	1510	9675	5960	7805	562	1912	1255	1032	234	264	51	38	1837	7313	4515	4989	337	878	1008	1026	38	0	0	561	107	2421	227	949	1006	215	180	42	56	39	112	11	0	0	23	0	0	0	0
19	22	318	214	17	3893	1229	3619	5597	224	665	286	183	25	21	4	44245	4683	74717	34721	62329	44338	7283	10721	2149	32361	29451	57446	7171	5249	9976	1534	6887	3700	2634	742	1460	715	305	134	129	44	16	1601	6168	2989	3169	297	321	698	360	43	230	61	596	78	1500	236	750	533	121	91	10	26	45	28	8	11	11	5	0	0	2	0
21	14	269	81	10	3944	265	2794	2674	169	585	79	76	43	19	1	43935	554	76734	23971	35246	11716	5213	9437	278	25685	16525	25461	5784	7270	4418	1566	3532	1163	613	388	2653	591	133	84	14	118	10	1190	5053	641	1397	250	560	811	307	19	90	6	338	0	631	337	250	161	176	144	12	10	45	20	8	17	5	11	3	2	0	0
23	11	172	51	4	1977	131	2408	1380	143	158	32	83	8	2	0	18597	205	47459	27295	14012	4748	3517	2316	107	22430	7441	16875	5956	729	1135	1106	2910	1845	447	417	316	46	14	101	56	7	0	1211	1787	305	874	310	220	69	52	28	0	0	126	3	416	37	336	106	46	6	1	23	7	8	1	0	0	3	0	0	0	0
29	19	296	153	18	4532	704	2931	4121	218	925	226	91	50	37	2	59040	2083	81279	21472	56459	25332	8110	17072	1264	26080	19419	38791	6308	9594	10503	1523	4235	1147	1052	673	3318	1328	379	108	16	138	25	948	7805	1869	2570	206	540	1435	516	39	183	18	776	40	748	385	297	333	225	248	52	15	57	25	13	35	12	7	2	4	1	0
31	17	286	124	12	4359	528	3046	3535	235	761	130	79	61	16	6	54509	1485	81553	25957	48811	19825	8066	13563	642	25855	16382	35325	7269	10412	7993	1658	3054	1391	851	665	3852	578	165	50	17	182	3	863	5936	735	2474	239	876	646	620	25	529	59	583	0	721	433	323	198	310	126	8	12	27	25	23	92	13	8	0	12	4	1
34	11	246	46	9	4350	98	2568	1722	208	528	53	61	44	14	0	58323	118	79908	21057	27853	4791	7831	9416	121	22697	11565	15986	6488	6387	2835	1673	2896	1078	282	624	2929	468	64	53	21	150	6	890	4404	580	1184	253	578	647	216	40	0	0	356	7	484	265	263	135	217	143	13	9	28	15	21	0	0	11	1	0	0	0
38	21	296	194	16	4143	1057	3144	4844	218	728	242	132	42	31	0	52112	3822	75023	27263	61955	35796	7557	12648	1662	28633	22397	47764	6481	6536	10083	1604	5235	2351	1778	629	2630	983	392	88	60	108	22	1149	6145	2048	3050	257	623	1120	506	41	0	0	539	39	920	244	476	378	219	199	46	20	43	55	18	0	0	19	2	0	0	0
43	22	246	222	9	2336	1371	2981	4600	122	366	158	82	18	11	0	20529	5823	47907	31754	40732	39871	2978	4948	1290	30792	19260	52191	4475	3426	6031	1117	2394	1784	1364	256	868	332	172	36	23	21	5	1814	3462	1163	2007	224	330	392	286	14	0	0	249	14	1034	175	227	159	75	50	11	2	12	16	0	0	0	4	0	0	0	0
45	18	266	142	11	4044	661	2723	3646	217	650	139	58	55	11	5	52133	2047	74622	22117	51182	22744	7785	11255	798	24443	14160	35603	6493	8975	7861	1595	2365	819	693	596	3544	395	128	19	9	182	3	835	5123	800	2709	231	810	445	667	24	444	59	489	10	561	373	167	149	272	73	4	2	18	18	24	79	8	5	0	11	2	1
49	17	248	128	8	2903	571	2980	3310	191	408	99	96	29	9	1	27612	1695	60675	30580	35429	20034	5077	5949	555	27820	16000	36482	6930	4721	4733	1368	3273	1938	1077	544	1531	280	102	71	37	62	2	1298	3637	733	2147	290	547	351	315	35	86	10	316	7	811	214	362	183	179	65	5	10	17	23	16	11	4	6	0	3	0	0
50	13	238	73	5	3651	235	2544	2365	186	289	47	81	20	4	0	41632	483	71204	24246	33561	10266	5947	4791	192	22731	14419	23017	6554	3330	2555	1439	3984	1351	657	537	1162	129	33	110	17	47	1	1120	2566	472	1560	270	320	175	159	21	0	0	211	4	480	115	324	139	89	38	2	18	7	17	6	0	0	3	0	0	0	0
54	16	173	114	6	1537	480	2382	2268	96	205	76	54	7	4	0	13461	1336	35614	27988	18962	13257	2330	2404	423	24977	9395	28609	3737	1243	2502	872	1406	1488	562	235	253	92	49	9	29	6	1	1624	2365	631	1098	225	147	74	85	14	0	0	122	11	558	79	182	97	30	9	0	3	2	4	1	0	0	0	0	0	0	0
57	11	190	53	2	2665	148	2092	1703	150	101	16	45	3	1	0	29553	266	54881	20677	22368	6688	4626	1729	56	19724	11251	17301	5702	664	764	1274	2275	737	334	464	138	41	8	69	7	1	0	956	1113	207	1142	277	27	16	21	26	0	0	116	0	361	21	206	44	8	3	0	14	0	3	0	0	0	0	0	0	0	0
60	15	220	99	6	2465	384	2700	2629	132	271	64	75	15	7	0	22727	982	51727	28985	27119	14033	3346	3685	305	26962	13657	29612	5011	2852	2713	1190	2766	1567	763	293	784	206	66	55	19	23	4	1462	2588	603	1330	273	227	227	144	19	0	0	172	5	696	146	269	118	59	33	3	9	10	12	0	0	0	3	0	0	0	0
72	17	254	129	7	3983	583	2572	3452	210	410	90	59	42	6	1	53044	1760	74069	21027	50619	21312	7576	7336	525	23548	15002	33018	6528	5810	5004	1528	2574	914	706	664	2831	212	72	48	8	136	0	919	3345	624	2597	247	496	288	511	31	97	11	290	6	552	227	222	118	189	64	3	8	9	9	23	20	3	10	0	2	0	0
73	11	206	50	5	3053	124	2415	1634	154	278	37	50	24	4	0	35273	185	64047	24436	22124	5422	4930	4535	113	21195	9255	17410	5662	3779	1895	1406	2151	1074	319	404	1484	145	25	55	10	63	1	1083	2307	365	1036	297	413	189	154	22	0	0	145	4	399	171	190	62	129	40	2	10	13	10	10	0	0	6	0	0	0	0
85	8	170	24	4	2727	36	2079	851	148	245	16	26	21	4	0	33314	29	58278	20872	12030	1676	4820	4382	25	18575	5238	9792	5433	2956	919	1303	1174	491	98	411	1285	148	13	49	2	60	1	890	2189	125	637	260	358	171	74	19	0	0	157	0	188	142	93	31	121	39	2	7	7	5	7	0	0	4	0	0	0	0
94	11	172	53	2	2202	147	2339	1523	156	57	18	67	3	0	0	22332	259	51152	26350	18624	5867	4249	499	70	21205	8073	18233	6137	424	481	1215	2631	1527	466	485	86	0	0	89	31	1	0	1151	614	243	1167	315	61	0	21	27	0	0	30	1	480	41	311	32	14	0	0	19	0	6	0	0	0	0	0	0	0	0
97	7	161	18	3	2393	23	1939	695	125	185	9	27	16	3	0	25630	16	51615	19818	9281	1181	3655	2897	9	18470	5036	7514	4967	2524	530	1144	1093	484	91	334	961	99	9	23	2	40	1	982	1693	62	429	236	261	134	45	13	0	0	118	0	257	119	115	25	70	28	0	2	5	3	7	0	0	2	0	0	0	0
98	7	119	20	1	1418	30	1677	587	106	53	5	33	4	0	0	13892	25	33133	19899	6342	1176	2643	845	10	16678	3254	6916	4286	481	254	761	1080	923	102	273	193	0	0	21	14	3	0	1065	479	42	392	234	120	0	15	21	0	0	41	0	190	11	160	11	19	0	0	9	0	5	3	0	0	0	0	0	0	0
129	9	177	31	5	2823	55	2009	1029	173	279	23	34	20	6	0	34232	55	58297	19149	14954	2408	5513	4788	43	18074	5850	10458	6318	3129	1205	1284	1479	651	145	565	1201	206	22	35	4	46	2	762	2632	210	816	256	312	228	76	37	0	0	242	0	241	138	172	48	126	44	4	8	8	10	6	0	0	5	0	0	0	0
130	9	122	35	1	1308	77	1455	874	86	54	7	20	4	0	0	13077	105	29096	15946	8686	2681	2383	860	21	15100	4219	9673	3346	520	364	723	701	370	119	234	185	0	0	12	1	4	0	802	481	44	538	154	125	0	26	12	0	0	38	0	181	13	77	14	31	0	0	0	0	2	2	0	0	0	0	0	0	0
135	11	125	54	1	1306	156	1601	1158	87	50	9	21	0	0	0	13242	294	29997	17266	11242	4762	2519	936	36	17052	4910	14049	3370	219	433	752	852	422	166	258	0	0	0	15	2	0	0	920	581	58	702	166	0	0	0	18	0	0	64	0	215	6	94	17	0	0	0	5	0	0	0	0	0	0	0	0	0	0
148	5	138	8	2	2145	5	1751	369	126	121	4	19	12	1	0	23490	1	48697	18308	5013	301	3737	1857	2	16157	3348	4000	4984	1657	229	1105	880	392	31	357	710	30	2	27	1	33	0	853	1157	52	250	251	195	45	21	18	0	0	77	0	194	65	94	13	61	10	0	5	3	3	6	0	0	1	0	0	0	0
153	7	91	18	3	1057	23	1209	368	66	154	9	7	5	3	0	10881	16	25066	14769	3447	587	1975	2500	9	11760	1218	4603	2695	1189	455	595	165	182	24	201	226	120	9	1	0	1	1	711	1707	32	201	144	160	54	15	13	0	0	143	0	57	49	16	7	32	8	0	1	3	0	1	0	0	1	0	0	0	0
173	9	129	33	3	1434	64	1613	882	98	100	19	20	5	1	0	13937	71	32885	18210	9370	2423	2575	1122	47	15994	4635	9990	3876	704	603	797	746	460	101	253	204	12	6	11	2	4	0	920	1015	199	590	164	181	46	26	14	0	0	59	2	217	28	93	23	34	4	0	2	0	5	2	0	0	0	0	0	0	0
177	12	139	64	2	1508	200	1785	1389	106	84	20	25	3	0	0	14959	406	34159	20462	14285	6126	2895	1261	88	17907	6088	16533	3992	375	813	843	912	657	208	291	106	0	0	12	5	0	0	1042	952	161	941	209	51	0	30	21	0	0	77	1	271	25	126	27	16	0	0	2	0	0	1	0	0	0	0	0	0	0
178	8	146	26	2	2337	45	1708	832	131	132	10	18	11	1	0	29988	45	48041	16779	12512	1950	4507	2331	20	16390	4160	8954	4633	1950	648	1111	736	366	79	385	718	34	5	6	2	25	0	845	1109	56	650	226	216	51	51	19	0	0	88	0	193	90	90	12	73	9	0	2	2	4	6	0	0	1	0	0	0	0
181	7	134	18	3	1947	23	1703	568	104	174	9	18	13	3	0	21560	16	42703	18715	7373	960	3280	2771	9	16813	2836	6707	4011	2043	503	941	696	367	58	306	760	104	9	8	1	33	1	959	1637	38	371	190	230	110	36	13	0	0	123	0	187	95	52	19	64	24	0	1	3	3	6	0	0	1	0	0	0	0
191	8	125	27	1	1609	50	1623	749	79	66	6	25	5	0	0	16765	55	34731	16598	9094	1866	2487	1047	15	17268	3595	9020	3024	982	386	877	755	496	118	234	315	0	0	16	6	10	0	970	664	37	432	151	42	0	28	14	0	0	58	0	212	58	46	10	15	0	0	1	0	2	0	0	0	0	0	0	0	0
199	7	117	20	1	1504	30	1515	643	95	13	5	23	0	0	0	15336	25	34840	16985	8051	1375	2782	46	10	14572	3908	7374	3833	27	60	824	877	541	101	268	0	0	0	25	3	0	0	802	155	99	451	207	0	0	0	19	0	0	2	0	182	3	109	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0
201	10	132	43	2	1513	105	1831	1072	111	64	14	23	3	1	0	15466	161	35338	21765	12063	3720	2994	630	42	18678	5322	13737	4283	313	438	934	818	552	156	302	78	25	7	14	3	0	0	1173	740	164	816	225	93	13	17	24	0	0	33	0	270	17	119	10	19	1	0	5	0	4	1	0	0	1	0	0	0	0
207	6	84	15	0	1093	20	1154	388	78	0	0	16	0	0	0	12810	15	25019	14058	4853	718	2410	0	0	11578	1552	4762	3062	0	0	573	594	417	58	244	0	0	0	9	2	0	0	742	0	0	306	162	0	0	0	15	0	0	0	0	51	0	72	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
216	7	123	21	0	1788	35	1491	692	142	0	0	23	0	0	0	19891	35	40752	15898	9609	1627	4281	0	0	13390	4102	7558	5480	0	0	929	1055	459	103	537	0	0	0	32	4	0	0	614	0	0	682	248	0	0	0	38	0	0	0	0	159	0	152	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
223	6	124	12	3	1839	9	1715	426	145	140	10	19	8	1	0	19480	2	43280	19684	5824	411	4039	2072	8	15096	2907	5043	5883	961	427	1003	886	450	27	526	347	32	3	26	0	7	0	721	1577	143	365	288	194	23	23	37	0	0	155	2	184	59	133	41	48	5	0	10	0	4	2	0	0	0	0	0	0	0
231	6	105	15	0	1430	20	1143	505	87	0	0	10	0	0	0	15492	15	30458	10318	6634	970	2711	0	0	11526	3264	5132	3065	0	0	706	504	166	40	260	0	0	0	6	0	0	0	503	0	0	384	129	0	0	0	14	0	0	0	0	102	0	47	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
241	5	131	8	2	2752	5	1462	339	166	155	4	5	10	1	0	42426	1	54180	12295	6390	268	7256	3541	2	12962	2016	3525	5186	2175	306	1173	212	102	10	698	791	51	2	0	0	37	0	494	1320	30	370	180	147	41	20	41	0	0	187	0	109	98	22	4	69	10	0	0	1	0	8	0	0	0	0	0	0	0
271	5	117	8	2	1710	5	1458	315	128	121	4	9	7	1	0	17811	1	39408	15364	4003	259	3702	1987	2	13005	2300	3451	5166	1484	234	958	390	218	15	460	412	37	2	11	0	13	0	597	1156	42	284	231	168	40	12	33	0	0	105	0	109	66	46	8	57	7	0	2	0	2	8	0	0	0	0	0	0	0
837	8	193	27	1	2788	50	2423	1251	192	44	6	27	1	0	0	27180	55	62051	28516	17771	3336	5055	463	15	22951	13231	14291	8344	440	252	1517	1197	624	144	590	39	0	0	23	2	0	0	1259	428	135	1144	433	24	0	6	41	0	0	24	0	372	19	159	12	5	0	0	6	0	0	0	0	0	0	0	0	0	0
2	14	254	80	11	3447	253	2964	2555	232	521	93	90	23	15	3	40349	497	69591	29801	31353	10939	7226	8112	341	26917	16656	27500	8312	4975	4122	1443	3617	1760	689	812	1387	378	109	108	28	63	4	1173	4853	1042	1956	317	328	560	180	43	215	21	447	7	522	227	397	219	108	59	12	34	42	22	20	11	8	2	0	0	2	0
12	31	412	439	26	4069	3795	4587	10620	230	966	648	320	67	50	2	33271	22550	76339	46699	98129	126845	4988	10869	7457	41030	54449	105698	7998	8076	22544	1603	9693	7088	6779	532	2799	1133	1109	183	355	107	37	2003	8366	6261	4797	324	1170	1580	1390	31	106	44	499	179	2471	308	1204	1015	268	291	76	43	44	172	23	9	12	33	1	5	0	0
17	26	357	303	22	3992	2131	3967	7516	211	877	413	222	44	53	3	39317	10220	73630	37647	77811	72853	5398	11798	3610	36512	37085	75917	7095	8416	15182	1638	7659	4111	4008	510	2102	1290	842	152	131	63	71	1769	7804	3712	3685	324	810	1739	699	32	225	40	496	85	1933	358	838	715	192	204	55	24	52	70	8	37	25	20	0	2	2	0
25	18	270	141	12	3735	643	3039	3770	220	540	156	119	21	15	2	48646	1918	71335	27445	46983	23336	7987	9554	900	27795	19674	39155	7097	3871	6565	1416	5430	2036	1338	817	1114	421	170	185	46	22	3	1161	5078	1514	2501	279	348	506	236	52	123	25	535	21	851	162	529	343	107	58	19	32	32	25	2	8	3	3	0	1	1	0
81	10	158	41	4	1933	91	1986	1158	120	192	26	28	8	3	0	20942	120	41884	20250	12761	3511	3336	3017	70	20454	6657	13486	4399	1463	1193	1077	1208	500	154	323	331	83	17	38	2	2	0	1030	2048	243	752	239	189	100	48	15	0	0	150	1	298	99	115	47	53	12	2	3	9	4	2	0	0	0	0	0	0	0
102	7	80	19	2	561	26	1183	401	48	59	8	8	2	1	0	2757	19	14765	15482	2622	772	533	483	12	12966	1786	5351	2305	295	226	417	206	233	28	79	51	21	4	2	0	0	0	889	872	69	203	137	29	15	7	12	0	0	40	0	119	35	35	10	8	2	0	1	0	1	0	0	0	0	0	0	0	0
252	7	121	20	1	1711	30	1614	613	100	69	5	16	6	0	0	19190	25	37462	19773	8142	1240	2789	1159	10	15767	3069	7647	4054	1124	341	1008	561	409	62	294	364	0	0	8	2	12	0	1020	535	32	431	196	150	0	26	13	0	0	27	0	91	36	80	4	50	0	0	3	0	4	3	0	0	0	0	0	0	0
732	24	317	260	16	4032	1708	3401	6172	207	815	282	106	46	32	2	52351	7680	69900	34998	70489	55604	6824	15158	2311	33567	28971	63011	7225	7595	13517	1541	3945	2025	1799	572	2744	1173	505	58	32	142	21	1818	6417	2217	3526	299	655	1047	718	32	168	28	626	29	1172	259	359	341	214	203	39	8	28	30	10	42	12	8	0	1	1	0
3	31	397	425	40	4229	3519	4092	9535	201	1709	809	247	86	150	17	39893	20019	75151	35932	89333	107001	5451	24668	7808	35468	42416	91807	6035	15123	31585	1482	7759	4624	5054	384	4458	4435	2601	142	189	184	239	1349	13656	5878	3950	219	1138	4310	1482	11	1201	263	1059	102	1816	598	651	1158	294	632	245	15	138	104	23	164	147	38	11	12	27	3
11	24	390	261	15	5278	1725	3874	7572	268	790	272	241	63	23	4	62771	7812	93053	30926	92719	68093	9062	13451	2297	32007	43511	68692	7689	8039	13484	1709	10497	3835	4015	719	3759	685	375	276	136	208	8	1079	6102	2576	4311	229	785	886	1023	32	314	68	583	25	1683	278	855	648	291	152	26	41	41	89	21	65	12	12	2	11	0	1
16	30	381	405	30	4106	3302	4028	9337	203	1064	684	256	68	66	8	42605	18342	74342	35603	91222	105158	6065	15185	7204	36829	43678	91134	6201	7959	22289	1559	8354	4567	5387	484	3633	1556	1327	142	190	198	51	1541	9092	6173	4190	216	844	1839	1308	23	517	148	635	183	2042	349	731	925	251	331	91	21	49	108	19	82	48	21	2	11	8	1
20	23	333	238	15	4013	1483	3644	6188	233	704	265	169	48	19	4	45445	6261	75190	33665	67822	52793	6957	11304	2155	33490	31559	62037	7746	7280	11509	1619	5963	3103	2713	680	2783	611	298	98	77	109	8	1384	5790	2371	3600	261	815	658	725	29	338	63	501	41	1502	289	652	454	271	123	16	23	20	58	28	51	9	15	0	7	4	0
35	7	190	19	2	3129	25	2238	894	183	100	10	64	9	0	0	36474	16	65077	21709	13225	1561	5513	1524	18	20432	8260	8569	6691	1418	448	1424	3086	1206	187	573	627	0	0	124	21	32	0	977	918	201	626	290	125	0	36	35	0	0	65	1	392	68	311	52	48	0	0	20	0	9	4	0	0	0	0	0	0	0
47	15	236	99	6	3359	381	2551	2792	181	308	71	76	26	2	1	43421	953	64442	22990	36226	14620	6619	5549	369	24164	14432	28153	5751	3259	3391	1294	3257	1212	763	650	1666	92	22	85	14	79	0	1131	2594	681	1859	229	361	66	274	35	85	11	246	9	587	130	261	141	126	22	0	5	4	16	16	11	1	6	0	1	0	0
65	19	230	166	5	2773	888	2737	3743	175	187	77	94	11	4	0	31121	3263	55865	28016	42850	28217	4852	2797	549	27514	15886	40931	6484	1682	2692	1262	3347	2009	1309	535	698	106	57	79	53	32	1	1443	1784	656	2463	295	124	138	154	39	0	0	130	4	813	77	458	106	47	23	2	22	4	10	4	0	0	0	0	0	0	0
66	12	202	59	7	2992	161	2135	1721	166	359	49	45	26	9	1	38023	273	57864	17426	23004	6325	6143	6093	149	21221	8973	17090	5146	3468	2414	1284	2150	625	314	570	1403	236	57	70	4	61	2	868	3166	352	1216	201	357	341	161	34	79	5	287	0	349	144	158	90	121	61	5	10	15	7	12	12	4	5	0	3	0	0
