302	26	1178	257	68	37080	1406	33476	19412	3729	6706	818	932	734	314	62	960101	4921	1635567	875410	538995	139197	217889	219006	4597	844996	292650	489615	265190	136824	72310	54769	80966	39671	11929	29023	74205	16836	2897	2712	593	4202	563	85395	151148	21577	51125	22915	20713	22896	7237	3686	7696	468	17199	218	19149	8255	12153	5177	8408	5625	514	925	1269	752	1245	1667	522	710	56	305	170	24
446	78	2861	2626	377	88212	52000	65152	164873	7469	35764	19936	6780	3050	3704	436	2709787	691722	3005138	1258000	4487043	4279509	465991	1340698	479378	1239337	2111445	3387206	417511	635188	1674201	81334	580032	231459	319662	54543	314943	230857	160721	16539	13611	18265	13635	115255	606836	482792	360752	34651	80318	255300	135989	7067	57505	18460	84563	25437	113813	30892	74342	109289	35356	55654	23948	5154	12588	13687	4896	10860	9978	5534	1224	1514	1713	209
482	114	3514	5761	680	88421	174960	72413	312721	7651	52587	55707	11792	4095	8938	859	2199136	3638205	2739796	1476733	7188956	12714897	365254	1539992	2100973	1222412	3558419	5717507	415340	835837	3950057	69823	835540	416656	874340	46925	351299	391118	623573	20383	39527	17510	42221	119086	823420	1214619	581272	32509	105736	550543	293356	6722	98014	57422	98803	93039	179455	39558	116433	235708	42499	94020	81012	7235	23999	29194	5543	16577	27939	9688	3869	2039	4252	371
484	40	1729	658	122	61327	6479	47900	47471	5520	13052	2282	2346	1108	1003	116	2085402	42512	2435922	1124020	1518885	607743	364451	514091	27129	1072122	682540	1153022	378573	264908	224107	74794	208985	98569	54421	48818	125850	62715	8848	5876	3275	6095	6569	111530	270197	60769	125946	32979	37863	67808	17818	6452	17881	849	34437	1229	46165	16268	30862	15552	16289	14929	1270	2084	3180	2365	1789	3014	2477	1440	64	366	403	40
514	44	1547	724	222	41230	6421	45733	43285	4451	16750	4759	1849	1394	1627	437	909797	35722	1880958	1244179	1028990	502109	223008	466801	45121	1073984	522394	1162302	341434	249969	318407	62560	139252	80706	38645	33517	117233	72820	26300	4032	1750	6275	3831	112383	403859	118184	109505	29470	47051	92048	25329	4710	42963	6541	38004	3808	36913	16648	22443	21943	15279	17038	5874	1372	4290	2838	1709	6959	5674	1854	506	892	1897	477
615	73	2447	2304	324	72601	43460	61567	133110	6890	28238	14799	5279	2139	3606	331	2090206	561444	2703698	1388257	3510429	3302070	447972	999066	324311	1273644	1515473	3047490	401630	453399	1191458	77757	441390	203330	239244	57001	225219	182486	126504	14289	10160	11295	21298	123658	534456	333529	321802	33106	60459	221439	87808	7583	39869	10228	73844	14671	93734	24955	59362	73256	26560	39355	17928	4095	10818	8645	3161	6522	9076	3721	1149	699	1709	112
616	54	1524	1268	163	35017	18311	50435	62902	4398	11294	4706	2444	844	1591	196	758955	184259	1659286	1515917	1331200	1225984	195144	285173	78483	1215398	612905	1872212	349468	153287	308425	62166	162639	134473	87434	31462	60129	59823	26268	5623	4131	2757	13591	139607	288091	88548	158126	32879	37116	81205	23878	4921	18021	3710	26890	2792	52278	11747	31197	18043	10327	11543	2011	2213	3411	2280	1064	2781	4184	1247	33	304	789	131
617	87	2512	3327	414	72739	76732	62324	166958	6142	33582	23833	5638	2108	4933	497	2258703	1221136	2573160	1319979	4290177	5096724	391809	1265384	652554	1311207	1654297	3835936	368200	487254	1791417	74510	451370	215005	316787	48537	205433	244819	225271	13052	11049	8543	30565	142577	626575	464426	350832	32711	62127	287339	110654	6337	54797	21777	81333	27320	102789	26809	58775	93577	25118	41915	28688	3583	13010	9494	2494	7485	14335	3721	1657	730	2366	226
721	68	2157	1956	322	56085	32795	59435	109970	6113	22683	13968	4098	1835	2775	578	1226414	367954	2424376	1587487	2623572	2490268	316705	622821	275708	1255363	1226257	2710773	429158	337691	896730	78075	316160	184164	168885	49594	160420	113018	100968	8924	6985	8437	7475	125951	505913	331523	275510	33847	63394	154179	69856	6636	52924	20087	51536	14045	78115	21225	49354	57750	22309	28297	14347	2859	6452	6775	2572	7667	9433	2876	954	921	2803	611
756	5	182	10	0	4070	10	7049	676	586	0	0	26	0	0	0	59235	5	265461	210828	14461	948	21860	0	0	184239	8716	23219	57002	0	0	11087	1751	1462	66	4549	0	0	0	34	4	0	0	21844	0	0	1919	5547	0	0	0	607	0	0	0	0	829	0	395	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0
767	88	2933	3183	645	68759	66070	67358	180280	6266	51545	33331	7386	4287	8866	1469	1410152	908460	2503356	1570103	3619701	4913426	279016	1432638	789079	1254980	2165668	3745456	377365	830808	2337302	67509	497836	279379	365767	36657	367214	440157	358557	13061	16012	19261	45395	108199	896421	732508	326704	24689	114557	520211	183185	4153	166670	54158	92271	49690	119532	41211	68549	151202	40362	105593	66670	3856	23124	18339	4772	29330	43289	10389	4467	3819	10541	1584
905	52	1274	1134	192	31554	14364	39547	47485	3392	12887	6235	1315	986	1138	363	733434	121337	1519116	1084384	1051836	798041	177864	373962	92591	988211	352341	1399570	267198	169570	373957	53163	87986	58320	40982	26494	82144	52943	31051	2410	1038	4253	2255	105922	329613	92780	114876	23693	33328	56356	27154	3496	33325	9790	29490	4540	27377	12284	14950	14906	10146	11117	3515	897	2497	1576	868	5242	3671	1099	245	671	1297	433
44	8	300	26	2	19078	45	7598	1603	785	393	10	48	4	1	0	1112468	45	616457	208835	91567	3483	103089	35952	20	205727	15924	37887	56148	1261	1915	14918	5215	2877	188	6677	720	191	5	43	14	3	0	22094	6588	134	3554	4852	202	7	16	567	0	0	1126	0	825	83	666	50	71	4	0	39	0	4	0	0	0	0	0	0	0	0
919	12	718	53	13	43860	117	17616	4826	2861	2256	79	220	188	21	3	2235352	149	1563482	412079	257127	12264	345636	152447	171	405633	77599	107264	187413	45988	12427	43188	32976	9292	919	37152	32476	2689	103	1414	52	2303	12	42348	39862	2281	15602	14947	4717	1714	914	3879	570	15	8153	20	3761	2324	3381	817	3081	546	16	282	85	88	345	184	6	47	0	18	3	0
98	106	2923	5087	478	73974	150330	72160	242001	7296	41166	36067	8461	3413	5924	599	1996723	3112587	2678546	1486932	5319093	9485123	373386	1508634	1314383	1379823	2326232	5498582	423185	578178	2721863	78227	568082	333353	606204	48926	308701	414938	363998	14967	23710	16413	40878	127389	720919	650667	516738	32725	98111	303900	216928	6378	72948	34812	98367	40341	149687	32744	88956	142795	40553	81702	36532	5315	13252	19307	5418	14364	19275	7949	1445	2251	3073	366
238	32	1542	430	66	64303	3333	39315	34128	5800	8538	1306	1726	842	289	32	2268711	17049	2516577	913919	1234762	337787	485142	408960	11687	864363	502638	774145	361421	180758	149882	74309	198122	62918	30184	59502	118225	23277	4638	8613	1591	8049	449	79122	160149	34071	106488	29049	22791	24501	13795	7290	5771	486	29491	498	28553	9999	23491	11123	12458	6660	730	2091	1680	1649	1845	1259	314	722	45	151	64	0
419	30	1324	377	58	54088	2702	34812	28130	4831	6580	1126	1119	724	198	34	1879053	12596	2183423	796945	1028833	261594	408415	294140	9580	809368	375659	674384	312012	131579	114383	67951	126506	39257	19197	50071	95709	14250	3203	4675	603	7007	207	77721	130345	30098	88105	25935	19293	15546	12238	5673	5137	550	20633	520	22962	7924	15699	7034	10248	4423	433	1221	875	965	1486	1165	240	487	20	169	48	8
472	3	313	2	1	23812	0	6498	360	1014	200	1	30	3	0	0	1287150	0	810794	139650	21849	0	136557	17993	0	165152	13749	6127	68078	1268	172	21289	6601	795	0	9950	551	0	0	312	0	3	0	15851	3371	78	884	5473	120	0	2	728	0	0	556	0	499	83	455	28	49	0	0	42	0	1	0	0	0	0	0	0	0	0
665	201	3874	18603	1497	63921	1070213	67723	643093	5274	84851	231151	17563	5865	29056	2880	951047	43438598	1790037	1324886	9790170	50394364	181848	1667205	16994547	964759	4661019	10386940	243204	992479	12148225	40412	893717	543620	2537200	22019	358464	1037386	3929093	20294	81164	17028	229595	80945	1152920	3171151	782517	14841	123483	1263803	808006	2718	241193	368474	103969	483053	217672	43069	110022	531206	39030	210831	369419	5281	49252	57324	4350	37811	144146	19239	15207	4895	23626	2592
711	12	599	41	25	19250	65	20131	3342	2493	2263	98	152	340	19	38	484285	54	987778	570162	105086	7187	143787	58955	150	491441	50197	95202	201065	42464	8228	37951	15703	7995	584	23992	26524	657	65	531	25	2210	4	52673	61588	2004	11431	18996	13264	2269	1275	3397	3873	139	6899	0	3892	3511	2911	451	4416	372	0	260	185	83	623	940	35	59	0	204	12	36
774	198	3340	18903	600	61438	1163503	83045	586786	7562	38898	104134	13225	2923	6211	348	1089783	52061841	2317073	1833301	10113090	50204725	292872	994825	8805439	1594653	3548031	13649483	454043	477118	6313621	77500	727592	542484	2135913	48124	214919	302088	994198	16670	52999	9760	30645	184854	728285	1248469	1208722	42363	85397	303735	461503	7551	36027	54909	89095	108741	246569	31996	133908	227013	35297	64467	48234	7121	13136	25493	4225	6335	10697	6055	1295	1000	985	71
790	62	2413	1598	293	82531	23449	56047	108457	7077	25812	11609	4417	2045	2315	447	2523056	224541	2913638	1248169	3388088	2117037	439373	940094	202829	1117168	1438597	2234364	444013	478528	928215	78015	439794	161303	155494	61533	215927	112301	74579	15199	7009	10045	5090	107183	472720	310167	276602	33648	60334	183144	70187	8011	45544	14874	57724	13095	70149	23154	56315	60568	25588	29723	13108	4399	9481	7545	3335	6209	6897	3360	889	772	1585	358
882	22	364	227	4	5135	1462	16474	6819	847	263	76	242	39	2	0	62986	6597	346370	644865	90563	60244	25302	5214	676	429526	37791	281590	80729	2467	4797	15008	9042	20267	3947	5112	2078	86	38	268	195	201	0	57947	8021	768	14220	7258	2073	52	689	818	0	0	612	4	4283	249	2205	200	394	35	0	85	2	52	93	0	0	2	0	0	0	0
31	54	1610	1225	206	37606	16174	49515	63992	4811	14614	6839	2003	1359	1500	291	696905	142787	1835237	1481838	1369306	1133502	220406	355486	104612	1134494	646322	1784206	372146	224345	450474	64172	136094	107904	65862	38732	110350	56584	40600	3358	2309	7583	3902	122439	358805	137373	168770	30860	51235	85364	40182	5676	27640	7496	35693	4841	44518	15435	25882	21335	17218	16573	6164	1360	3263	2601	2350	5604	4185	1567	308	858	1132	224
920	9	132	32	4	1781	58	4480	923	304	77	25	4	24	0	1	19200	57	102696	123128	12384	2422	7963	540	60	136617	4155	30499	24224	448	496	3637	120	198	17	1541	818	0	0	0	0	193	0	14405	2611	374	2089	2670	724	0	165	340	15	6	95	3	326	32	32	9	138	0	0	0	0	1	39	2	0	0	0	0	0	0
39	37	1375	565	101	47910	4962	38310	36822	4442	8628	2170	1216	809	549	89	1617054	28710	1950581	996410	1208033	429844	271742	313267	21811	907589	447478	918619	323381	169343	178079	61562	110338	59172	25986	38474	79230	22849	8773	2654	1152	4292	1473	96956	188457	56439	104946	27698	26058	37809	16429	5456	9371	1397	21592	1173	27163	9430	17647	8718	10791	6768	1331	973	1323	1205	1495	1760	1067	667	72	273	195	43
207	10	138	39	6	1609	80	4812	1093	220	89	33	25	5	6	1	15042	95	92208	173177	12923	3320	4368	680	76	136985	5936	37021	20200	153	480	3292	741	1278	149	698	119	24	26	2	6	7	2	16412	2468	557	1673	2341	101	121	31	153	16	5	128	1	445	3	144	24	21	5	3	4	1	4	3	0	2	0	0	0	0	0
223	3	14	3	0	36	1	512	28	7	0	0	0	0	0	0	43	0	2084	25726	72	14	31	0	0	13451	47	1022	540	0	0	59	0	0	0	1	0	0	0	0	0	0	0	1627	0	0	14	39	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	11	552	39	16	15888	63	16525	3200	2162	1246	74	183	354	14	14	320755	52	774174	449405	81913	6682	106155	27474	117	445201	50748	82800	172985	19601	5323	29390	16058	8512	623	20618	23967	347	58	628	36	4106	4	44059	28283	1998	9577	15296	10865	1100	1526	3124	1182	57	2744	15	3151	1197	3117	399	3600	320	0	274	32	206	1017	475	11	73	0	171	10	6
584	11	299	53	2	6979	148	11102	2568	824	224	16	80	19	1	0	140188	266	390084	362666	55980	9722	37896	6809	56	297415	20618	87833	73998	5280	1730	15285	4713	4901	578	6137	1982	61	8	79	22	74	0	35664	5992	164	6239	7312	713	83	146	837	0	0	598	0	1926	421	945	62	328	17	0	46	1	6	19	0	0	1	0	0	0	0
797	13	535	51	27	13390	81	17171	3698	1962	1800	138	198	263	42	25	232112	60	742875	482508	90982	8710	86670	34519	194	445472	49667	102272	160986	29005	7717	28035	16577	8942	941	15771	15670	1196	158	549	63	917	24	44345	49599	3647	11524	13807	9924	3323	1084	2363	2093	94	3959	79	2959	2161	3183	372	3026	502	10	331	221	144	595	433	58	167	0	132	27	11
831	5	55	10	0	395	10	1610	214	50	0	0	3	0	0	0	2366	5	20161	65009	1553	312	652	0	0	45989	955	6129	4325	0	0	511	27	106	9	93	0	0	0	0	0	0	0	5563	0	0	189	392	0	0	0	14	0	0	0	0	44	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
891	5	51	5	5	425	2	1384	120	80	80	2	1	1	5	1	2809	0	17488	31253	1186	74	1115	462	1	47439	401	3075	4943	243	31	630	24	36	1	237	28	22	0	0	0	0	2	4206	2256	29	201	514	4	117	0	49	21	0	100	0	40	13	14	1	5	3	0	0	1	0	0	0	2	0	0	0	0	0
86	138	3246	8719	734	68705	340365	76265	360688	6805	51214	77473	12068	4332	9743	955	1379906	9317704	2489515	1708241	6887186	18887682	325634	1391866	3864962	1333386	2955636	7764043	376880	704150	4893199	69397	708900	480764	1147365	44564	344367	467153	894492	19015	49911	21118	54043	124825	908155	1221793	661290	26946	119398	501068	397378	5501	101309	84818	105400	120524	177538	38273	101997	243416	42164	107449	85633	5306	21802	34145	5411	19722	32131	10642	3344	3058	4890	549
921	3	153	2	1	8537	0	3831	159	737	137	1	4	1	0	0	323909	0	358106	88057	8086	0	75799	8317	0	96900	1290	3891	51468	219	133	12197	525	70	0	9742	134	0	0	6	0	0	0	8886	3329	10	699	4369	5	0	1	955	0	0	729	0	72	51	43	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
355	5	341	8	2	20126	5	8526	959	1743	273	4	63	3	1	0	813818	1	827431	200142	52035	807	182454	16323	2	195372	20557	20074	120545	712	444	26372	10682	2021	58	22601	326	132	2	567	9	2	0	19298	6279	291	4025	9211	154	6	5	2343	0	0	1378	0	968	83	1214	102	85	3	0	134	0	1	1	0	0	0	0	0	0	0
418	15	393	100	5	7683	393	16274	4745	1111	307	59	188	37	3	0	121978	1017	482303	569488	87829	25532	41851	5833	307	415219	41392	176231	107767	4745	3421	19659	10439	13171	1880	7834	2609	83	34	271	82	155	0	53177	9178	1129	11781	10680	1878	135	396	1063	0	0	574	6	4407	366	2398	221	385	34	1	141	7	43	67	0	0	4	0	0	0	0
922	1	200	0	0	18403	0	3874	0	1497	0	0	0	0	0	0	1051810	0	639219	63921	0	0	229654	0	0	67723	0	0	84851	0	0	17563	0	0	0	29056	0	0	0	0	0	0	0	5274	0	0	0	5865	0	0	0	2880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	32	711	479	17	17764	4481	22820	19511	2297	1540	448	392	103	31	0	388778	29512	901046	672384	454604	253192	126430	52598	5558	605529	144848	592417	172452	23848	37998	33028	30015	19543	9720	21053	11221	2277	754	636	176	487	31	64847	38633	6540	57703	14741	3251	1799	2454	2870	0	0	5738	79	10157	1748	5156	1238	1816	483	26	237	64	89	160	0	0	32	0	0	0	0
923	27	832	291	60	18494	1727	26604	15737	2267	4209	946	527	316	202	50	337030	6454	919984	762556	322364	125418	93363	98747	6443	733703	175560	463558	177230	60054	61155	35257	34702	24421	7693	15787	21539	7630	2588	840	233	906	158	82361	111169	19606	37295	16995	11716	12742	4392	2426	4369	645	10314	378	13395	4017	6329	3318	3550	1992	442	331	526	366	396	484	311	207	34	84	72	25
84	29	915	304	102	23936	1675	28605	15903	2699	7145	1339	644	642	505	135	590149	5627	1143394	809937	378887	114169	147298	194351	7651	749043	150372	465085	208044	107150	83404	41099	40367	32321	7916	21736	50219	20177	4974	900	600	2292	766	79479	178601	25741	41983	18195	20017	27093	6896	2836	13189	1169	17079	644	11851	7381	7608	4301	6506	5139	1155	471	1016	845	727	2107	1171	665	92	339	419	83
91	85	2423	3120	450	56928	67410	66038	156852	6361	30802	26038	5545	2394	4654	668	1210263	980187	2408439	1737140	3365003	4538883	304095	810938	682635	1343547	1593242	3862276	448478	427821	1630102	75784	383783	254385	293633	46481	183356	187895	224867	10590	12278	8846	16735	136250	664237	541268	359515	35403	79944	255330	124223	6441	59175	31598	69192	36733	102787	27547	64221	93634	27132	43636	31526	3900	11012	10490	3232	8850	15334	4142	1682	1073	3054	434
110	7	364	18	3	12878	22	11556	1625	1412	279	11	85	55	2	0	384715	13	616053	314923	53217	2653	96472	9666	15	300990	28215	43756	113610	4092	965	22213	8933	3815	253	13695	3822	42	6	286	14	529	0	32738	7144	328	5205	10472	1902	189	190	1627	0	0	823	0	2116	384	1493	67	509	56	1	108	17	21	113	0	0	4	0	0	0	0
121	28	897	287	91	21356	1533	27293	15453	2589	6272	1230	607	640	403	110	389447	4930	1069165	744318	330667	108740	117489	149180	7017	740435	156351	440715	198596	91030	74718	39531	40360	24829	7543	18687	48211	15854	4097	1076	263	3021	474	78200	163568	24668	40356	18140	17730	21471	7098	2737	9982	1070	14411	622	11214	6168	6801	4621	5945	4870	973	422	931	673	773	1929	878	552	74	322	279	61
178	7	348	17	4	9820	19	10200	1494	1406	344	13	49	76	2	1	216679	10	450985	272731	37869	2295	74954	9038	15	289912	27487	38368	106439	5084	1100	15558	4410	2444	138	16664	6017	39	6	80	4	713	0	28837	7980	389	4958	8607	2058	168	230	2538	96	3	1010	0	1726	249	966	49	932	49	0	41	2	19	244	40	1	6	0	10	0	0
180	23	1035	201	52	40010	891	28736	15651	4367	4699	691	717	493	166	23	1415177	2283	1705446	713231	548157	90376	349761	189892	3401	671858	216653	390108	294298	89467	55920	54391	74187	26917	7733	52701	55566	8461	1747	2935	336	3274	139	63268	101842	23112	57016	22251	15466	12093	5654	6254	2320	251	16172	471	13220	5111	11433	4194	7381	2714	377	1026	619	588	1010	479	133	327	19	88	30	4
191	22	886	188	43	24362	870	26751	13244	3068	3524	504	571	348	142	24	506248	2482	1202958	746894	336219	82440	153062	91138	2588	689449	190365	358593	232077	57559	36554	42635	48596	23709	6664	27833	29473	6502	1282	1484	224	1604	144	71324	87381	14605	40376	19371	11228	9068	3493	4073	2597	206	9241	139	12952	3774	8196	2786	4275	2068	259	594	452	313	576	451	144	220	23	65	43	5
222	19	843	122	49	40054	373	21140	9552	3425	4424	411	305	294	133	52	1683991	619	1518539	474373	458876	39442	359360	178771	1310	517638	119486	214142	209381	86722	34951	46582	41446	10874	2234	45044	36397	5370	815	1293	67	1448	57	48105	96551	12046	36985	15997	8635	12216	2242	4970	5884	337	14190	164	6057	4760	4619	1844	4556	1445	208	234	427	187	416	695	243	105	23	73	74	26
240	80	1987	2827	333	46513	60066	60366	125193	5952	20548	18633	4061	1555	3042	419	988965	875222	2157331	1729416	2735034	3598122	293547	515586	484706	1296364	1040517	3473249	436213	269860	1071259	73636	275205	215405	212738	50751	121430	108557	144629	7752	9042	5884	10153	139872	485305	343668	335294	35283	56835	147476	78983	7185	33259	19167	50382	18825	77591	18603	53219	55012	20273	24285	17409	3132	5751	6870	2388	4789	8452	2391	954	527	1804	259
313	29	1172	342	64	35611	2249	33489	23987	3619	5977	1125	1015	411	237	43	844178	9451	1624694	890390	666420	208095	212300	184193	8531	839406	332168	607742	265354	117530	97849	54939	94930	45524	15753	30943	41337	11278	3377	3389	728	1725	231	89219	135978	30610	62452	23167	14840	18785	6326	4063	4834	635	16216	503	20142	6551	13702	6663	6156	2784	601	890	1009	757	513	528	315	282	40	46	50	17
317	62	1794	1675	216	42543	26873	51242	84899	4816	16151	9216	2660	1532	1449	282	873560	292222	1925072	1405417	1818660	1821101	220229	439821	180734	1217791	850710	2245180	346383	243781	629994	64898	185883	119576	106104	34876	125715	65848	52023	5178	3227	7344	3128	126771	365361	178683	202737	27682	43222	85882	58926	4690	27917	10367	37102	7463	56134	15566	30549	30600	15676	17836	6725	1755	3604	3893	2101	5005	3827	1825	332	870	826	198
338	21	986	165	45	41790	652	26644	13341	4453	4079	533	545	605	113	32	1559414	1486	1707851	625370	523590	67302	386030	164954	2345	622478	179329	326654	286075	73866	45281	53543	60169	19680	5156	54752	68455	4906	1029	1738	181	7578	73	57775	85205	18379	53353	21393	16966	7873	6754	6207	3487	325	13094	328	11243	3905	8939	3087	8494	2056	203	648	305	510	1942	904	153	244	5	261	27	11
349	21	728	192	18	18894	1023	24227	11664	2400	1708	275	403	191	29	3	395614	3575	987514	741281	273864	83082	117610	53000	1855	612521	135685	350661	197483	33694	23703	37134	30391	22015	5334	20964	16869	1844	390	771	186	1107	14	68585	41884	5975	33154	17820	7201	2107	2631	3259	384	39	5039	69	10207	2331	5798	1226	2689	536	27	300	112	184	360	100	13	59	2	20	1	0
527	51	1678	1112	163	41159	14131	51367	63216	4958	13478	5549	2450	1153	997	148	798780	119415	2023081	1437317	1407017	1061184	226606	360003	85129	1169050	712804	1741862	391805	230514	415432	70928	177658	119399	75018	36307	92874	48874	28365	5083	3147	5116	2005	128201	316024	119956	160472	35252	43753	64855	33992	5435	16434	3986	33132	4433	52048	16691	31835	24289	14847	12708	3812	2034	3430	3290	1773	2831	2050	1292	228	364	420	57
540	19	701	128	43	14986	464	24070	8009	2340	3097	323	439	317	138	44	245622	1047	801771	717136	147848	37792	82432	70094	1131	641210	106440	250490	189415	45136	20544	31091	25916	24138	3944	16406	21876	5744	759	773	258	1234	215	71663	79678	8797	23569	16975	10213	7217	2070	2800	4080	218	7007	85	9191	3151	6484	1637	3222	1549	79	450	335	284	469	692	236	205	2	128	83	21
